--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player,PTS,Draft Team,Round,Pick,Draft Year,Draft College,From,To,G,GS,WS,ORtg,DRtg,OWS,DWS,WS/40,OBPM,DBPM,BPM,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Team,Player-additional
114,Isaiah Wong,1866,IND,2,55,2023,Miami (FL),2019-20,2022-23,132,112,13.1,111,107,9.7,3.4,.128,3.5,0.5,4.0,19.0,3.4,12.0,7.8,13.8,1.9,1.3,11.9,24.2,G,Miami (FL),isaiah-wong-1
115,Adam Haluska,1862,NOH,2,43,2007,Iowa,2002-03,2006-07,129,129,15.9,,,9.9,6.0,.154,,,,,,,7.7,14.7,,0.5,11.2,24.2,G,IowaIowa State,adam-haluska-1
116,Aaron White,1859,WAS,2,49,2015,Iowa,2011-12,2014-15,140,119,20.6,124,98,14.0,6.6,.209,6.4,2.5,8.9,24.9,8.4,18.0,13.2,10.1,2.3,2.4,12.2,22.1,F,Iowa,aaron-white-3
117,Darius Songaila,1859,BOS,2,50,2002,Wake Forest,1998-99,2001-02,130,120,19.3,,,11.3,8.0,.227,,,,,,,,,,,18.6,,F,Wake Forest,darius-songaila-1
118,Lazar Hayward,1859,WAS,1,30,2010,Marquette,2006-07,2009-10,138,118,17.0,110,94,8.7,8.3,.186,,,,25.7,8.2,21.3,15.1,8.1,3.6,1.2,12.0,27.2,F,Marquette,lazar-hayward-1
119,Lonny Baxter,1858,CHI,2,44,2002,Maryland,1998-99,2001-02,138,115,19.9,,,9.0,10.9,.236,,,,,,,14.6,5.0,,4.3,12.1,24.4,C,Maryland,lonny-baxter-1
120,Marcus Paige,1844,NJN,2,55,2016,North Carolina,2012-13,2015-16,141,139,17.3,117,102,11.2,6.0,.151,4.7,3.0,7.7,17.8,1.3,8.3,4.8,22.3,2.5,0.8,14.1,20.2,G,North Carolina,marcus-paige-1
121,Enrique Freeman,1843,IND,2,50,2024,Akron,2019-20,2023-24,132,122,22.6,125,93,14.0,8.6,.246,4.6,1.6,6.2,29.4,13.2,31.2,22.4,10.8,1.2,5.5,15.3,23.7,F,Akron,enrique-freeman-1
122,Kevin Martin Jr,1838,SAC,1,26,2004,Western Carolina,2001-02,2003-04,79,77,13.7,,,11.2,2.6,.218,,,,,,,7.9,10.2,,0.7,13.2,28.3,G,Western Carolina,kevin-martin-1
123,Marcus Fizer,1830,CHI,1,4,2000,Iowa State,1997-98,1999-00,97,91,16.4,,,9.2,7.1,.217,,,,,,,,,,,12.1,,F,Iowa State,marcus-fizer-1
124,Morris Almond,1825,UTA,1,25,2007,Rice,2003-04,2006-07,121,56,14.7,,,11.6,3.2,.219,,,,,,,7.3,10.4,,1.5,14.7,33.7,G,Rice,morris-almond-1
125,Jordan Miller,1824,LAC,2,48,2023,Miami (FL),2018-19,2022-23,142,133,18.4,120,104,12.9,5.4,.160,4.1,0.8,4.9,20.6,8.5,13.3,10.9,10.1,2.2,1.5,11.2,19.5,G,George MasonMiami (FL),jordan-miller-2
126,Kyle Hill,1819,DAL,2,44,2001,Eastern Illinois,1997-98,2000-01,98,82,12.4,,,8.9,3.5,.174,,,,,,,,,,,14.6,,G,Eastern Illinois,kyle-hill-1
127,R.J. Hunter,1819,BOS,1,28,2015,Georgia State,2012-13,2014-15,99,98,17.5,119,99,12.0,5.5,.203,6.2,1.0,7.1,25.9,2.5,14.4,8.6,15.0,3.4,3.4,9.7,27.5,G,Georgia State,rj-hunter-1
128,Hassan Adams,1818,NJN,2,54,2006,Arizona,2002-03,2005-06,130,100,15.2,,,6.8,8.4,.168,,,,,,,10.9,14.1,,1.5,13.3,24.8,G,Arizona,hassan-adams-1
129,Dee Brown,1812,UTA,2,46,2006,Illinois,2002-03,2005-06,137,136,17.2,,,8.1,9.2,.147,,,,,,,5.7,26.9,,0.1,15.0,21.7,G,Illinois,dee-brown-2
130,Dahntay Jones,1811,BOS,1,20,2003,Duke,1998-99,2002-03,131,121,14.0,,,7.0,7.0,.143,,,,,,,10.0,6.0,,1.2,14.2,26.2,F,DukeRutgers,dahntay-jones-1
131,James Anderson,1811,SAS,1,20,2010,Oklahoma State,2007-08,2009-10,101,99,16.0,121,99,11.6,4.4,.193,,,,29.2,6.7,12.9,9.0,11.0,2.4,1.6,12.3,26.3,G,Oklahoma State,james-anderson-3
132,Malcolm Brogdon,1809,MIL,2,36,2016,Virginia,2011-12,2015-16,136,109,20.3,115,94,11.4,9.0,.196,4.8,3.8,8.6,20.6,2.6,14.3,8.7,17.7,1.9,0.9,11.3,25.3,G,Virginia,malcolm-brogdon-1
133,Jon Brockman,1805,POR,2,38,2009,Washington,2005-06,2008-09,131,129,16.2,,,7.5,8.7,.172,,,,,,,18.1,6.4,,0.3,14.2,21.3,F,Washington,jon-brockman-1
134,Jaime Jaquez Jr.,1802,MIA,1,18,2023,UCLA,2019-20,2022-23,134,126,19.2,115,96,11.3,7.9,.183,5.2,3.2,8.4,21.6,7.4,16.6,12.0,12.5,2.5,1.9,10.9,22.5,G,UCLA,jaime-jaquezjr-1
135,Kyle Korver,1801,NJN,2,51,2003,Creighton,1999-00,2002-03,128,95,22.7,,,15.6,7.1,.256,,,,,,,11.4,19.0,,1.4,14.6,22.6,F,Creighton,kyle-korver-1
136,Dominique Jones,1797,MEM,1,25,2010,South Florida,2007-08,2009-10,95,94,14.5,114,99,9.1,5.4,.168,,,,26.6,3.6,14.9,8.9,26.5,2.8,1.2,13.2,29.8,G,South Florida,dominique-jones-1
137,John Tonje,1796,UTA,2,53,2025,Wisconsin,2019-20,2024-25,167,87,14.2,117,105,9.8,4.4,.148,3.8,0.5,4.2,18.3,3.1,13.9,8.8,8.8,1.3,1.0,12.7,23.1,G,Colorado StateMissouriWisconsin,john-tonje-1
138,Ben Gordon,1795,CHI,1,3,2004,Connecticut,2001-02,2003-04,106,74,15.7,,,9.6,6.1,.191,,,,,,,6.6,24.7,,0.3,16.2,26.7,G,Connecticut,ben-gordon-1
139,Tamar Slay,1792,NJN,2,54,2002,Marshall,1998-99,2001-02,114,102,12.2,,,8.3,3.9,.148,,,,,,,8.8,14.3,,1.0,14.9,28.0,G,Marshall,tamar-slay-1
140,Ahmad Nivins,1789,DAL,2,56,2009,Saint Joseph's,2005-06,2008-09,126,108,23.1,,,15.6,7.5,.224,,,,,,,14.6,4.6,,3.1,17.3,21.6,F,Saint Joseph's,ahmad-nivins-1
141,Channing Frye,1789,NYK,1,8,2005,Arizona,2001-02,2004-05,133,119,21.2,,,10.3,10.9,.230,,,,,,,14.4,9.7,,4.7,11.4,21.9,C,Arizona,channing-frye-1
142,Quincy Pondexter,1786,OKC,1,26,2010,Washington,2006-07,2009-10,136,102,16.4,127,97,9.7,6.7,.176,,,,28.1,10.3,15.0,11.6,11.5,2.2,1.3,14.2,24.4,F,Washington,quincy-pondexter-1
143,Justin Reed,1785,BOS,2,40,2004,Ole Miss,2000-01,2003-04,122,114,14.4,,,6.6,7.8,.164,,,,,,,11.6,9.3,,2.6,14.7,29.6,F,Ole Miss,justin-reed-1
144,Desmond Bane,1784,BOS,1,30,2020,TCU,2016-17,2019-20,141,114,16.8,120,103,11.2,5.6,.157,4.8,2.3,7.1,19.2,3.8,14.3,9.1,16.1,1.8,1.4,13.1,19.9,G,TCU,desmond-bane-1
145,Kemba Walker,1783,CHA,1,9,2011,Connecticut,2008-09,2010-11,111,77,17.9,117,99,11.5,6.4,.196,9.2,3.9,13.1,25.7,3.5,10.6,7.3,26.6,3.2,0.7,13.5,26.2,G,Connecticut,kemba-walker-1
146,Kevin Hervey,1783,OKC,2,57,2018,UT Arlington,2014-15,2017-18,115,84,14.1,110,95,7.5,6.6,.177,4.3,0.7,5.0,22.7,7.6,23.1,15.5,14.5,2.0,2.1,12.6,27.8,F,UT Arlington,kevin-hervey-1
147,Dillon Jones,1782,WAS,1,26,2024,Weber State,2020-21,2023-24,119,96,19.2,114,94,10.7,8.5,.197,3.8,2.1,5.9,24.1,4.2,32.1,18.4,22.1,3.1,0.2,17.8,24.5,F,Weber State,dillon-jones-1
148,Willie Green,1779,OKC,2,41,2003,Detroit Mercy,1999-00,2002-03,124,119,13.8,,,7.8,6.0,.149,,,,,,,8.4,15.7,,0.9,13.1,30.5,G,Detroit Mercy,willie-green-1
149,Sean Lampley,1776,CHI,2,45,2001,California,1997-98,2000-01,123,99,14.8,,,7.3,7.5,.157,,,,,,,,,,,17.0,,F,California,sean-lampley-1
150,Marcus Denmon,1775,SAS,2,59,2012,Missouri,2008-09,2011-12,141,71,17.8,128,100,12.3,5.5,.198,8.6,1.7,10.4,24.4,3.9,12.1,7.9,12.2,2.8,0.4,8.6,22.2,G,Missouri,marcus-denmon-1
151,Tayshaun Prince,1775,DET,1,23,2002,Kentucky,1998-99,2001-02,135,109,18.2,,,8.4,9.8,.181,,,,,,,,,,,12.3,,F,Kentucky,tayshaun-prince-1
152,Robbie Hummel,1772,MIN,2,58,2012,Purdue,2007-08,2011-12,127,120,22.2,123,96,12.8,9.3,.232,7.8,1.6,9.4,26.7,5.9,22.7,13.7,13.8,1.6,3.2,8.2,24.2,F,Purdue,robbie-hummel-1
153,Kay Felder,1765,ATL,2,54,2016,Oakland,2013-14,2015-16,101,100,13.6,114,109,11.0,2.6,.150,4.0,-0.4,3.6,21.9,2.1,12.0,7.0,43.1,2.6,0.6,18.0,26.5,G,Oakland,kahlil-felder-1
154,Josh Howard,1761,DAL,1,29,2003,Wake Forest,1999-00,2002-03,127,119,19.0,,,8.1,10.9,.215,,,,,,,14.0,13.4,,3.2,14.8,28.0,F,Wake Forest,josh-howard-1
155,Jevon Carter,1758,MEM,2,32,2018,West Virginia,2014-15,2017-18,144,112,19.8,116,94,10.4,9.4,.184,4.7,5.1,9.9,19.9,3.2,11.7,7.1,24.3,4.4,1.0,13.8,21.0,G,West Virginia,jevon-carter-1
156,Klay Thompson,1756,GSW,1,11,2011,Washington State,2008-09,2010-11,98,96,13.4,108,100,7.9,5.5,.159,6.8,3.0,9.8,23.6,3.3,13.8,8.7,20.3,2.6,2.7,15.3,31.9,G,Washington State,klay-thompson-1
157,Kirk Hinrich,1753,CHI,1,7,2003,Kansas,1999-00,2002-03,141,118,20.0,,,11.5,8.5,.191,,,,,,,5.6,25.3,2.5,2.3,21.1,15.7,G,Kansas,kirk-hinrich-1
158,Devonte' Graham,1750,ATL,2,34,2018,Kansas,2014-15,2017-18,142,111,18.4,120,102,12.0,6.4,.164,5.2,3.1,8.3,18.2,1.7,8.9,5.5,23.6,2.5,0.3,15.1,19.7,G,Kansas,devonte-graham-1
159,Mike Sweetney,1750,NYK,1,9,2003,Georgetown,2000-01,2002-03,96,95,21.0,,,10.4,10.6,.302,,,,,,,17.0,13.6,,5.4,13.9,28.5,F,Georgetown,mike-sweetney-1
160,Brian Cook,1748,LAL,1,24,2003,Illinois,1999-00,2002-03,132,116,20.5,,,10.6,9.9,.241,,,,,,,14.2,14.0,,1.0,15.3,32.8,F,Illinois,brian-cook-1
161,DaRon Holmes II,1745,PHO,1,22,2024,Dayton,2021-22,2023-24,102,102,19.4,122,94,12.2,7.2,.235,6.1,3.4,9.5,28.2,8.1,19.3,14.1,13.3,1.3,7.5,12.5,26.3,F,Dayton,daron-holmesii-1
162,Erick Green,1742,UTA,2,46,2013,Virginia Tech,2009-10,2012-13,129,89,15.4,115,103,11.4,4.0,.169,5.9,2.5,8.4,21.9,1.9,9.1,5.4,21.1,2.6,0.8,10.0,25.3,G,Virginia Tech,erick-green-1
163,Dalton Knecht,1739,LAL,1,17,2024,Tennessee,2021-22,2023-24,103,79,11.2,113,106,8.0,3.2,.146,5.1,0.1,5.2,21.1,2.7,17.1,10.0,10.9,1.2,2.0,10.6,27.5,G,Northern ColoradoTennessee,dalton-knecht-1
164,Jerian Grant,1739,WAS,1,19,2015,Notre Dame,2011-12,2014-15,119,117,18.4,118,104,13.9,4.5,.170,5.1,1.8,6.9,21.4,1.4,8.4,5.0,31.9,2.6,0.9,14.7,23.1,G,Notre Dame,jerian-grant-1
165,Courtney Alexander,1737,ORL,1,13,2000,Fresno State,1996-97,1999-00,85,47,8.7,,,6.2,2.5,.127,,,,,,,,,,,9.6,,G,Fresno StateVirginia,courtney-alexander-1
166,Vincent Yarbrough,1737,DEN,2,33,2002,Tennessee,1998-99,2001-02,127,125,15.2,,,6.5,8.7,.157,,,,,,,11.2,14.4,3.2,3.4,14.8,20.8,F,Tennessee,vincent-yarbrough-1
167,Jaron Blossomgame,1733,SAS,2,59,2017,Clemson,2013-14,2016-17,128,125,16.0,115,101,10.0,6.0,.163,4.5,1.6,6.2,21.6,7.3,17.3,12.3,8.3,1.3,2.6,11.0,23.4,F,Clemson,jaron-blossomgame-1
168,Terence Morris,1733,ATL,2,34,2001,Maryland,1997-98,2000-01,136,104,21.1,,,9.1,12.0,.234,,,,,,,,,,,15.4,,F,Maryland,terence-morris-1
169,Damyean Dotson,1732,NYK,2,44,2017,Oregon,2012-13,2016-17,134,133,16.2,119,101,10.5,5.7,.166,5.2,1.0,6.2,19.5,4.9,15.1,10.0,7.7,1.5,0.6,9.3,21.5,G,HoustonOregon,damyean-dotson-1
170,Corsley Edwards,1731,SAC,2,58,2002,Central Connecticut State,1998-99,2001-02,123,86,19.3,,,7.8,11.5,.227,,,,,,,,,,,14.1,,C,Central Connecticut State,corsley-edwards-1
171,Lester Hudson,1727,BOS,2,58,2009,UT Martin,2007-08,2008-09,65,64,14.5,,,9.1,5.4,.244,,,,,,,11.9,28.0,,1.2,13.5,34.5,G,UT Martin,lester-hudson-1
172,Olivier Hanlan,1727,UTA,2,42,2015,Boston College,2012-13,2014-15,97,95,11.4,112,111,9.7,1.6,.130,5.1,-0.4,4.7,20.9,2.3,11.7,7.1,21.8,1.9,0.2,13.6,27.9,G,Boston College,olivier-hanlan-1
173,Trevor Booker,1725,MIN,1,23,2010,Clemson,2006-07,2009-10,134,134,23.8,115,89,10.5,13.3,.250,,,,26.4,10.1,20.4,16.4,14.0,2.5,4.8,15.0,23.3,F,Clemson,trevor-booker-1
174,Casey Jacobsen,1723,PHO,1,22,2002,Stanford,1999-00,2001-02,95,82,15.1,,,11.3,3.8,.200,,,,,,,6.9,20.8,,0.2,12.0,28.5,G,Stanford,casey-jacobsen-1
175,Ronny Turiaf,1723,LAL,2,37,2005,Gonzaga,2001-02,2004-05,127,73,18.7,,,9.7,9.0,.231,,,,,,,16.4,7.4,,4.2,15.1,27.6,F,Gonzaga,ronny-turiaf-1
176,Isaiah Thomas,1721,SAC,2,60,2011,Washington,2008-09,2010-11,105,104,13.2,115,100,8.5,4.7,.165,6.2,1.9,8.1,21.5,2.3,10.7,6.5,26.2,2.1,0.2,14.8,26.6,G,Washington,isaiah-thomas-1
177,Rashad McCants,1721,MIN,1,14,2005,North Carolina,2002-03,2004-05,98,90,14.8,,,9.9,4.9,.207,,,,,,,7.6,14.3,,1.4,13.2,26.8,G,North Carolina,rashad-mccants-1
178,Paul Davis,1718,LAC,2,34,2006,Michigan State,2002-03,2005-06,130,97,17.8,,,10.7,7.1,.213,,,,,,,17.2,11.8,,2.0,15.8,26.7,C,Michigan State,paul-davis-1
179,Brice Johnson,1716,LAC,1,25,2016,North Carolina,2012-13,2015-16,148,80,17.2,120,93,10.4,6.8,.222,5.5,3.5,9.0,28.1,11.3,25.1,18.3,8.5,2.0,5.5,11.6,24.9,F,North Carolina,brice-johnson-1
180,Monte Morris,1708,DEN,2,51,2017,Iowa State,2013-14,2016-17,140,121,20.8,126,104,14.7,6.1,.176,5.3,3.3,8.6,20.5,2.7,9.2,6.1,27.5,2.7,0.9,9.9,17.7,G,Iowa State,monte-morris-1
181,Paul Millsap,1708,UTA,2,47,2006,Louisiana Tech,2003-04,2005-06,92,91,24.6,,,10.9,13.7,.304,,,,,,,19.3,5.6,,3.5,13.5,23.7,F,Louisiana Tech,paul-millsap-1
182,Desmond Mason,1702,OKC,1,17,2000,Oklahoma State,1996-97,1999-00,129,109,19.2,,,9.4,9.8,.198,,,,,,,,,,,13.0,,F,Oklahoma State,desmond-mason-1
183,Joe Harris,1698,CLE,2,33,2014,Virginia,2010-11,2013-14,135,128,17.8,112,95,10.0,7.8,.174,4.6,2.8,7.4,19.3,3.7,12.4,8.1,14.6,1.9,1.4,12.6,23.6,G,Virginia,joe-harris--1
184,Chase Budinger,1697,DET,2,44,2009,Arizona,2006-07,2008-09,100,100,13.0,,,9.2,3.8,.147,,,,,,,10.0,16.8,,0.7,12.8,24.8,F,Arizona,chase-budinger-1
185,Roy Devyn Marble,1694,DEN,2,56,2014,Iowa,2010-11,2013-14,136,103,13.3,110,102,8.5,4.7,.142,4.0,2.1,6.1,19.3,3.6,10.8,7.1,21.9,2.8,1.0,12.4,24.8,G,Iowa,roy-devyn-marble-1
186,Wayne Ellington,1694,MIN,1,28,2009,North Carolina,2006-07,2008-09,115,112,13.5,,,8.0,5.4,.164,,,,,,,8.0,12.6,,0.4,10.7,22.1,G,North Carolina,wayne-ellington-1
187,Travis Diener,1691,ORL,2,38,2005,Marquette,2001-02,2004-05,120,89,16.0,,,10.6,5.4,.170,,,,,,,6.1,38.6,,0.1,13.7,24.2,G,Marquette,travis-diener-1
188,Quincy Douby,1690,SAC,1,19,2006,Rutgers,2003-04,2005-06,95,64,13.3,,,8.7,4.6,.175,,,,,,,5.7,21.5,,1.5,12.0,31.0,G,Rutgers,quincy-douby-1
189,Dylan Windler,1687,CLE,1,26,2019,Belmont,2015-16,2018-19,128,97,18.8,125,98,11.8,6.9,.200,4.8,1.8,6.6,23.0,6.9,22.7,15.3,12.2,1.9,2.6,14.2,19.9,F,Belmont,dylan-windler-1
190,Eric Paschall,1687,GSW,2,41,2019,Villanova,2014-15,2018-19,137,109,14.2,112,103,8.7,5.4,.140,3.0,1.4,4.3,17.8,6.4,14.3,10.4,10.1,1.5,2.0,15.3,22.3,F,FordhamVillanova,eric-paschall-1
191,Alec Brown,1678,PHO,2,50,2014,Green Bay,2010-11,2013-14,126,125,13.4,106,98,7.2,6.2,.145,1.7,1.1,2.8,21.7,9.3,17.3,13.2,7.0,1.2,9.1,14.5,25.5,F,Green Bay,alec-brown-1
192,Will Richard,1674,MEM,2,56,2025,Florida,2021-22,2024-25,141,135,16.6,122,102,10.3,6.3,.161,4.0,2.5,6.4,18.1,5.1,12.5,9.0,8.7,2.3,1.9,11.4,18.5,G,BelmontFlorida,will-richard-2
193,Rickey Paulding,1673,DET,2,54,2004,Missouri,2000-01,2003-04,131,94,12.3,,,7.5,4.8,.133,,,,,,,8.4,12.7,,0.8,15.7,24.7,G,Missouri,rickey-paulding-1
194,Blake Stepp,1670,MIN,2,58,2004,Gonzaga,2000-01,2003-04,128,126,16.2,,,9.9,6.2,.158,,,,,,,6.2,34.4,,0.2,19.7,25.4,G,Gonzaga,blake-stepp-1
195,Acie Law IV,1669,ATL,1,11,2007,Texas A&M,2003-04,2006-07,122,106,13.6,,,7.9,5.7,.145,,,,,,,5.7,31.8,,0.0,16.5,25.3,G,Texas A&M,acie-law-1
196,Jalen Brunson,1667,DAL,2,33,2018,Villanova,2015-16,2017-18,116,115,17.3,125,102,12.4,4.8,.206,5.8,2.2,8.0,22.1,1.8,8.1,5.1,24.3,1.7,0.0,14.1,24.0,G,Villanova,jalen-brunson-1
197,Joey Graham,1667,TOR,1,16,2005,Oklahoma State,2000-01,2004-05,128,109,16.1,,,11.0,5.1,.193,,,,,,,12.8,13.5,,0.4,16.9,27.7,F,Central FloridaOklahoma State,joey-graham-1
198,John Jenkins,1658,ATL,1,23,2012,Vanderbilt,2009-10,2011-12,98,74,15.5,129,104,12.5,3.0,.206,9.3,1.2,10.5,23.6,1.7,8.4,5.2,8.2,1.3,0.9,9.2,24.2,G,Vanderbilt,john-jenkins-1
199,Sam Clancy,1657,PHI,2,45,2002,Southern California,1998-99,2001-02,113,102,15.1,,,5.2,10.0,.172,,,,,,,13.6,8.7,,2.9,10.9,24.7,F,Southern California,sam-clancy-1
200,Markel Brown,1655,MIN,2,44,2014,Oklahoma State,2010-11,2013-14,134,103,14.3,109,99,8.0,6.3,.140,3.8,2.5,6.3,18.4,3.0,13.6,8.4,16.2,2.0,3.0,13.6,22.2,G,Oklahoma State,markel-brown-1


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">Stathead</a>: <a href="https://www.sports-reference.com/stathead/basketball/cbb/player-season-finder.cgi?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">Found with Stathead. See Full Results.</a><br>Generated 5/5/2026.--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player,PTS,Draft Team,Round,Pick,Draft Year,Draft College,From,To,G,GS,WS,ORtg,DRtg,OWS,DWS,WS/40,OBPM,DBPM,BPM,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Team,Player-additional
201,Ochai Agbaji,1652,CLE,1,14,2022,Kansas,2018-19,2021-22,122,116,14.7,111,98,8.2,6.5,.148,4.5,2.6,7.0,16.7,3.5,11.3,7.6,9.4,1.7,1.5,12.5,21.0,G,Kansas,ochai-agbaji-1
202,Khalid El-Amin,1650,CHI,2,34,2000,Connecticut,1997-98,1999-00,108,106,13.4,,,6.4,7.0,.165,,,,,,,,,,,15.5,,G,Connecticut,khalid-el-amin-1
203,Darius Johnson-Odom,1649,DAL,2,55,2012,Marquette,2009-10,2011-12,105,90,11.9,111,103,8.3,3.7,.147,4.8,1.1,5.9,19.0,2.1,9.7,5.9,17.1,1.7,0.5,13.2,26.2,G,Marquette,darius-johnson-odom-1
204,Eduardo Najera,1646,HOU,2,38,2000,Oklahoma,1996-97,1999-00,126,102,15.8,,,3.5,12.2,.164,,,,,,,,,,,13.4,,F,Oklahoma,eduardo-najera-1
205,Denzel Valentine,1645,CHI,1,14,2016,Michigan State,2012-13,2015-16,144,116,18.8,115,96,10.9,7.9,.180,5.8,3.5,9.2,20.4,4.6,18.7,12.0,29.5,1.9,1.1,18.0,22.1,G,Michigan State,denzel-valentine-1
206,Fred Jones,1644,IND,1,14,2002,Oregon,1998-99,2001-02,125,92,15.4,,,9.7,5.7,.174,,,,,,,,,,,18.1,,G,Oregon,fred-jones-1
207,Malik Hairston,1644,PHO,2,48,2008,Oregon,2004-05,2007-08,117,115,14.2,,,9.0,5.2,.155,,,,,,,10.0,14.1,,1.4,14.1,23.3,G,Oregon,malik-hairston-1
208,Darren Collison,1639,NOH,1,21,2009,UCLA,2005-06,2008-09,142,104,19.1,,,10.9,8.2,.184,,,,,,,5.1,24.4,,0.3,19.8,21.8,G,UCLA,darren-collison-1
209,Max Shulga,1639,ORL,2,57,2025,VCU,2020-21,2024-25,162,109,18.4,121,100,11.2,7.2,.182,4.1,2.5,6.6,19.1,3.5,14.6,9.3,21.6,2.2,0.7,16.1,20.5,G,Utah StateVCU,max-shulga-1
210,Vince Edwards,1638,UTA,2,52,2018,Purdue,2014-15,2017-18,138,127,17.8,119,100,11.3,6.5,.180,5.6,2.4,7.9,19.9,8.4,14.1,11.5,19.6,1.0,1.7,14.4,21.3,F,Purdue,vince-edwards-2
211,Ryan Humphrey,1633,UTA,1,19,2002,Notre Dame,1997-98,2001-02,123,114,17.8,,,4.1,13.7,.201,,,,,,,,,,,14.6,,F,Notre DameOklahoma,ryan-humphrey-1
212,Grant Williams,1629,BOS,1,22,2019,Tennessee,2016-17,2018-19,104,101,15.7,119,98,10.2,5.5,.209,5.4,3.5,8.9,25.7,9.7,15.3,12.7,14.8,1.7,6.0,13.7,26.5,F,Tennessee,grant-williams-1
213,Marshon Brooks,1629,BOS,1,25,2011,Providence,2007-08,2010-11,113,56,11.0,118,108,8.4,2.6,.154,8.8,1.5,10.3,25.8,6.4,12.3,9.3,13.5,2.5,2.5,12.4,27.9,G,Providence,marshon-brooks-1
214,Deshaun Thomas,1628,SAS,2,58,2013,Ohio State,2010-11,2012-13,113,77,16.6,120,97,11.5,5.1,.217,7.4,1.3,8.7,24.1,9.0,13.8,11.4,7.2,1.0,1.0,8.3,26.7,F,Ohio State,deshaun-thomas-1
215,Jamir Watkins,1626,UTA,2,43,2025,Florida State,2020-21,2024-25,126,84,12.3,108,98,6.0,6.3,.153,3.4,2.6,6.0,20.1,4.9,18.1,11.6,15.0,2.9,2.6,15.0,27.1,F,Florida StateVCU,jamir-watkins-1
216,Justin Jackson,1626,POR,1,15,2017,North Carolina,2014-15,2016-17,118,114,14.2,120,104,10.1,4.1,.165,6.4,2.0,8.4,19.5,5.9,9.3,7.6,15.9,1.3,1.4,9.8,22.5,F,North Carolina,justin-jackson-4
217,Trenton Hassell,1626,CHI,2,30,2001,Austin Peay,1998-99,2000-01,84,57,10.8,,,8.2,2.6,.141,,,,,,,,,,,16.4,,F,Austin Peay,trenton-hassell-1
218,J.R. Giddens,1625,BOS,1,30,2008,New Mexico,2003-04,2007-08,122,105,15.4,,,6.8,8.6,.175,,,,,,,11.2,13.6,,2.2,13.3,22.8,G,KansasNew Mexico,jr-giddens-1
219,Maxime Raynaud,1623,SAC,2,42,2025,Stanford,2021-22,2024-25,129,94,12.0,111,102,7.0,5.0,.150,4.2,1.0,5.2,22.6,9.8,26.9,18.4,12.3,1.3,3.5,14.8,26.4,F,Stanford,maxime-raynaud-1
220,Tyrone Wallace,1623,UTA,2,60,2016,California,2012-13,2015-16,129,114,10.6,100,100,4.5,6.1,.104,1.8,2.5,4.3,16.5,3.8,15.0,9.5,22.1,2.0,1.3,14.3,24.9,G,California,tyrone-wallace-1
221,George Hill Jr,1619,SAS,1,26,2008,IUPUI,2004-05,2007-08,95,87,17.1,,,12.0,5.1,.217,,,,,,,11.0,22.3,,0.7,15.7,25.8,G,IUPUI,george-hill-1
222,Ray McCallum,1618,SAC,2,36,2013,Detroit Mercy,2010-11,2012-13,102,101,15.1,117,103,11.2,3.9,.172,4.7,0.6,5.3,22.8,4.2,13.1,8.4,25.9,2.9,1.0,13.8,23.7,G,Detroit Mercy,ray-mccallum-2
223,Skylar Mays,1617,ATL,2,50,2020,Louisiana State,2016-17,2019-20,130,121,13.9,117,106,10.0,3.9,.140,4.0,2.2,6.1,19.1,1.8,11.4,6.7,17.1,3.0,0.7,14.6,20.0,G,Louisiana State,skylar-mays-1
224,Chaz Lanier,1613,DET,2,37,2025,Tennessee,2020-21,2024-25,142,87,13.1,122,108,9.4,3.7,.144,3.4,0.1,3.5,18.0,2.6,12.0,7.4,9.6,1.6,0.7,8.7,21.1,G,North FloridaTennessee,chaz-lanier-1
225,Dillon Brooks,1612,HOU,2,45,2017,Oregon,2014-15,2016-17,109,98,13.1,114,103,8.8,4.2,.166,4.5,1.5,6.0,21.1,6.6,11.3,9.0,17.9,1.8,1.7,14.1,26.4,F,Oregon,dillon-brooks-1
226,Kyle O'Quinn,1607,ORL,2,49,2012,Norfolk State,2008-09,2011-12,129,98,15.7,115,96,9.4,6.3,.178,3.2,1.1,4.3,26.1,11.6,25.6,18.7,8.5,1.1,8.8,16.4,23.0,C,Norfolk State,kyle-oquinn-1
227,Daniel Ewing,1595,LAC,2,32,2005,Duke,2001-02,2004-05,138,79,13.5,,,7.1,6.4,.141,,,,,,,5.5,10.2,,0.3,15.2,20.8,G,Duke,daniel-ewing-1
228,A.J. Hammons,1593,DAL,2,46,2016,Purdue,2012-13,2015-16,132,95,13.8,109,94,7.0,6.8,.173,3.5,4.3,7.8,25.5,11.3,21.7,16.6,7.5,0.9,11.2,16.4,26.2,C,Purdue,aj-hammons-1
229,Wayne Simien Jr,1593,MIA,1,29,2005,Kansas,2001-02,2004-05,106,69,17.6,,,10.4,7.2,.249,,,,,,,16.6,8.4,,1.6,12.5,26.2,F,Kansas,wayne-simien-1
