--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player,PTS,STL%,BLK%,OBPM,DBPM,PER,ORB%,DRB%,TS%,3PAr,eFG%,Draft Team,Round,Pick,Draft Year,Draft College,From,To,G,GS,WS,ORtg,DRtg,OWS,DWS,WS/40,OBPM,DBPM,BPM,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Team,Player-additional
319,Khris Middleton,981,2.4,0.9,5.4,2.2,19.6,7.0,14.4,.534,.364,.489,DET,2,39,2012,Texas A&M,2009-10,2011-12,87,72,8.8,107,96,4.8,4.0,.156,5.4,2.2,7.6,19.6,7.0,14.4,10.6,18.7,2.4,0.9,15.9,25.5,F,Texas A&M,khris-middleton-1
320,Chris Singleton,975,4.1,5.1,3.3,5.6,18.8,8.0,16.9,.507,.393,.484,WAS,1,18,2011,Florida State,2008-09,2010-11,95,91,10.0,98,84,2.5,7.5,.145,3.3,5.6,9.0,18.8,8.0,16.9,11.9,10.6,4.1,5.1,19.1,21.4,F,Florida State,chris-singleton-1
321,Kyle Kuzma,966,0.9,1.8,3.3,0.9,21.1,9.7,20.5,.560,.230,.541,NJN,1,27,2017,Utah,2014-15,2016-17,96,64,8.2,111,99,4.7,3.5,.163,3.3,0.9,4.1,21.1,9.7,20.5,15.5,14.0,0.9,1.8,14.9,25.9,F,Utah,kyle-kuzma-1
322,Nikola Vucevic,962,1.0,4.4,6.7,2.8,24.2,10.8,24.5,.571,.169,.535,PHI,1,16,2011,Southern California,2008-09,2010-11,87,67,12.0,115,91,6.5,5.5,.199,6.7,2.8,9.4,24.2,10.8,24.5,17.7,10.1,1.0,4.4,13.3,22.7,F,Southern California,nikola-vucevic-1
323,Isaiah Mobley,960,1.3,3.1,3.3,3.0,18.7,9.0,18.6,.524,.246,.504,CLE,2,49,2022,Southern California,2019-20,2021-22,95,72,10.4,110,95,5.4,5.1,.159,3.3,3.0,6.3,18.7,9.0,18.6,14.1,13.8,1.3,3.1,13.7,20.4,F,Southern California,isaiah-mobley-1
324,Carrick Felix,955,2.2,3.1,1.8,1.2,17.1,5.9,14.9,.552,.406,.522,CLE,2,33,2013,Arizona State,2010-11,2012-13,94,69,7.3,105,102,4.2,3.1,.111,1.8,1.2,2.9,17.1,5.9,14.9,10.5,10.4,2.2,3.1,15.8,21.0,G,Arizona State,carrick-felix-1
325,Daniel Gafford,955,1.6,10.0,4.9,2.7,27.8,11.1,21.4,.626,.000,.635,CHI,2,38,2019,Arkansas,2017-18,2018-19,67,58,8.3,118,98,5.2,3.1,.194,4.9,2.7,7.6,27.8,11.1,21.4,16.3,6.0,1.6,10.0,12.9,25.0,F,Arkansas,daniel-gafford-1
326,Ben Bentil,954,1.2,2.7,4.1,1.4,20.5,10.0,15.7,.554,.267,.499,BOS,2,51,2016,Providence,2014-15,2015-16,69,56,7.7,113,101,4.8,2.8,.159,4.1,1.4,5.4,20.5,10.0,15.7,12.8,7.1,1.2,2.7,11.0,25.1,F,Providence,ben-bentil-1
327,DeAndre Daniels,953,1.6,5.2,2.0,2.3,18.2,6.1,16.7,.537,.301,.506,TOR,2,37,2014,Connecticut,2011-12,2013-14,99,80,7.7,105,97,3.5,4.2,.131,2.0,2.3,4.3,18.2,6.1,16.7,11.6,4.8,1.6,5.2,12.6,23.1,F,Connecticut,deandre-daniels-1
328,Jaylon Tyson,952,2.4,1.6,4.5,2.1,20.0,5.9,17.4,.563,.331,.532,CLE,1,20,2024,California,2021-22,2023-24,70,61,6.9,110,103,4.0,2.9,.137,4.5,2.1,6.6,20.0,5.9,17.4,11.7,16.8,2.4,1.6,15.2,24.9,G,CaliforniaTexasTexas Tech,jaylon-tyson-1
329,Tony Snell,952,1.3,1.6,3.7,1.8,15.6,2.0,9.8,.571,.588,.533,CHI,1,20,2013,New Mexico,2010-11,2012-13,104,76,8.9,110,99,5.1,3.8,.138,3.7,1.8,5.6,15.6,2.0,9.8,5.9,18.1,1.3,1.6,15.6,20.1,G,New Mexico,tony-snell-1
330,Ryan Kelly,949,1.7,5.0,5.8,3.8,20.8,6.8,15.2,.585,.394,.535,LAL,2,48,2013,Duke,2009-10,2012-13,126,69,11.6,122,95,7.2,4.5,.191,5.8,3.8,9.6,20.8,6.8,15.2,11.1,9.0,1.7,5.0,11.4,18.8,F,Duke,ryan-kelly-3
331,Trey Murphy III,949,1.6,2.1,4.4,0.1,19.0,3.5,13.0,.623,.697,.595,MEM,1,17,2021,Virginia,2018-19,2020-21,86,45,8.6,121,105,6.3,2.3,.152,4.4,0.1,4.5,19.0,3.5,13.0,8.3,8.0,1.6,2.1,9.7,19.4,G,RiceVirginia,trey-murphyiii-1
332,Vince Williams Jr.,948,2.9,2.6,2.2,3.9,17.5,5.1,16.5,.578,.482,.528,MEM,2,47,2022,VCU,2018-19,2021-22,110,54,10.5,106,90,4.1,6.3,.163,2.2,3.9,6.1,17.5,5.1,16.5,11.0,16.0,2.9,2.6,20.2,20.7,G,VCU,vince-williams-2
333,Wendell Moore Jr.,942,2.4,0.7,2.9,2.2,17.6,5.3,13.0,.557,.296,.512,DAL,1,26,2022,Duke,2019-20,2021-22,88,68,9.3,111,100,5.6,3.7,.144,2.9,2.2,5.2,17.6,5.3,13.0,9.3,18.3,2.4,0.7,17.9,19.8,F,Duke,wendell-moorejr-1
334,Jeff Withey,938,1.5,14.3,4.3,6.8,26.0,9.9,21.2,.616,.002,.569,POR,2,39,2013,Kansas,2009-10,2012-13,117,76,13.0,119,85,6.6,6.4,.224,4.3,6.8,11.1,26.0,9.9,21.2,15.9,5.8,1.5,14.3,15.3,19.7,C,Kansas,jeff-withey-1
335,Bennedict Mathurin,935,1.6,0.6,5.9,1.8,20.7,5.3,13.9,.590,.471,.546,IND,1,6,2022,Arizona,2020-21,2021-22,63,49,9.1,121,99,6.1,3.0,.197,5.9,1.8,7.7,20.7,5.3,13.9,9.9,12.2,1.6,0.6,10.8,23.1,G,Arizona,bennedict-mathurin-1
336,Festus Ezeli,934,1.2,9.2,2.4,3.2,22.9,12.8,17.4,.577,.000,.562,GSW,1,30,2012,Vanderbilt,2008-09,2011-12,121,67,8.5,108,95,4.4,4.1,.157,2.4,3.2,5.6,22.9,12.8,17.4,14.6,1.8,1.2,9.2,19.4,23.7,C,Vanderbilt,festus-ezeli-1
337,Kris Murray,934,2.0,4.0,7.3,1.2,25.4,8.9,17.2,.569,.430,.547,POR,1,23,2023,Iowa,2020-21,2022-23,77,30,8.1,120,103,5.9,2.2,.193,7.3,1.2,8.6,25.4,8.9,17.2,12.9,11.2,2.0,4.0,8.2,26.0,F,Iowa,kris-murray-1
338,PJ Washington,932,1.6,4.2,4.7,3.6,21.9,9.0,17.4,.577,.159,.551,CHA,1,12,2019,Kentucky,2017-18,2018-19,72,63,9.1,115,98,5.3,3.8,.179,4.7,3.6,8.3,21.9,9.0,17.4,13.5,11.8,1.6,4.2,14.8,23.3,F,Kentucky,pj-washington-1
339,Jakob Poeltl,931,1.1,6.5,5.9,3.4,28.4,13.6,21.2,.653,.002,.658,TOR,1,9,2016,Utah,2014-15,2015-16,70,70,11.0,124,94,7.0,4.0,.233,5.9,3.4,9.3,28.4,13.6,21.2,17.7,10.8,1.1,6.5,15.3,23.8,F,Utah,jakob-poeltl-1
340,Markieff Morris,923,1.7,4.8,6.7,3.6,25.7,13.0,22.9,.603,.152,.583,PHO,1,13,2011,Kansas,2008-09,2010-11,109,43,10.9,119,89,5.5,5.5,.208,6.7,3.6,10.3,25.7,13.0,22.9,17.7,10.9,1.7,4.8,18.4,21.8,C,Kansas,markieff-morris-1
341,Jordan Bone,921,1.5,0.3,3.4,1.3,16.0,1.6,8.6,.519,.323,.481,NOH,2,57,2019,Tennessee,2016-17,2018-19,95,87,8.0,111,105,5.0,3.0,.129,3.4,1.3,4.7,16.0,1.6,8.6,5.2,30.1,1.5,0.3,14.5,20.9,G,Tennessee,jordan-bone-1
342,Landry Shamet,914,1.5,0.8,6.5,2.4,21.0,2.2,9.3,.641,.590,.609,PHI,1,26,2018,Wichita State,2015-16,2017-18,71,68,10.8,131,100,7.5,3.3,.213,6.5,2.4,8.9,21.0,2.2,9.3,5.9,25.4,1.5,0.8,13.2,19.8,G,Wichita State,landry-shamet-1
343,Jordan Mickey,913,1.3,9.4,1.5,3.3,20.8,8.9,18.8,.548,.020,.519,BOS,2,33,2015,Louisiana State,2013-14,2014-15,65,65,7.5,103,95,2.8,4.7,.136,1.5,3.3,4.7,20.8,8.9,18.8,14.0,7.0,1.3,9.4,17.7,22.4,F,Louisiana State,jordan-mickey-1
344,Malcolm Lee,913,1.6,0.8,2.1,1.2,15.1,3.6,9.5,.536,.361,.492,CHI,2,43,2011,UCLA,2008-09,2010-11,94,65,6.8,107,105,4.2,2.6,.107,2.1,1.2,3.3,15.1,3.6,9.5,7.0,15.0,1.6,0.8,15.9,21.1,G,UCLA,malcolm-lee-1
345,Xavier Tillman,913,2.2,7.2,5.8,6.1,25.8,11.8,21.6,.624,.129,.599,SAC,2,35,2020,Michigan State,2017-18,2019-20,105,45,13.0,123,88,7.0,5.9,.232,5.8,6.1,11.9,25.8,11.8,21.6,17.2,14.3,2.2,7.2,15.6,19.5,F,Michigan State,xavier-tillman-1
346,Glenn Robinson III,912,1.9,0.9,4.9,1.9,19.4,7.0,12.0,.593,.269,.567,MIN,2,40,2014,Michigan,2012-13,2013-14,76,76,10.0,123,103,7.0,3.0,.159,4.9,1.9,6.8,19.4,7.0,12.0,9.5,6.7,1.9,0.9,9.2,18.6,F,Michigan,glenn-robinson-2
347,Isaiah Joe,910,2.5,0.7,4.9,1.7,17.7,2.0,9.6,.569,.763,.534,PHI,2,49,2020,Arkansas,2018-19,2019-20,60,59,6.8,111,102,4.2,2.6,.139,4.9,1.7,6.6,17.7,2.0,9.6,5.8,10.6,2.5,0.7,9.8,22.4,G,Arkansas,isaiah-joe-1
348,Kelly Olynyk,903,1.8,3.1,7.3,2.6,27.0,11.1,20.4,.641,.132,.616,DAL,1,13,2013,Gonzaga,2009-10,2012-13,101,31,10.3,121,93,6.7,3.6,.237,7.3,2.6,9.9,27.0,11.1,20.4,16.0,13.1,1.8,3.1,16.6,24.9,F,Gonzaga,kelly-olynyk-1
349,Nickeil Alexander-Walker,902,2.8,2.4,4.1,3.1,19.7,2.5,13.4,.582,.448,.549,NJN,1,17,2019,Virginia Tech,2017-18,2018-19,67,67,7.9,110,98,4.3,3.6,.159,4.1,3.1,7.3,19.7,2.5,13.4,8.3,18.7,2.8,2.4,16.1,24.6,G,Virginia Tech,nickeil-alexander-walker-1
350,Jawun Evans,896,3.0,0.6,6.2,1.8,25.2,2.5,12.5,.547,.196,.488,PHI,2,39,2017,Oklahoma State,2015-16,2016-17,54,52,7.4,117,106,5.6,1.8,.188,6.2,1.8,8.0,25.2,2.5,12.5,7.5,42.9,3.0,0.6,15.1,29.8,G,Oklahoma State,jawun-evans-1
351,Rodney Hood,890,1.1,1.0,4.8,0.7,17.9,3.2,13.0,.569,.426,.539,UTA,1,23,2014,Duke,2011-12,2013-14,67,62,7.8,119,107,5.8,2.0,.142,4.8,0.7,5.4,17.9,3.2,13.0,8.0,12.6,1.1,1.0,9.7,20.5,F,DukeMississippi State,rodney-hood-1
352,Jarell Martin,889,1.9,2.1,2.7,1.4,19.3,8.6,15.3,.560,.203,.525,MEM,1,25,2015,Louisiana State,2013-14,2014-15,65,57,7.5,109,98,3.9,3.5,.150,2.7,1.4,4.1,19.3,8.6,15.3,12.1,8.9,1.9,2.1,15.4,22.8,F,Louisiana State,jarell-martin-1
353,Jalen McDaniels,886,2.0,2.2,2.9,2.2,21.9,8.7,23.1,.565,.140,.525,CHA,2,52,2019,San Diego State,2017-18,2018-19,67,55,8.4,113,95,4.4,4.0,.180,2.9,2.2,5.1,21.9,8.7,23.1,16.0,12.1,2.0,2.2,13.1,24.2,F,San Diego State,jalen-mcdaniels-1
354,James Ennis,886,3.2,3.5,4.4,2.4,22.4,6.1,14.7,.615,.457,.574,ATL,2,50,2013,Long Beach State,2011-12,2012-13,67,66,9.0,114,97,5.6,3.3,.172,4.4,2.4,6.9,22.4,6.1,14.7,10.4,15.6,3.2,3.5,18.9,21.5,G,Long Beach State,james-ennis-1
355,Devon Hall,884,1.6,0.9,2.6,4.2,14.9,1.9,14.9,.538,.407,.498,OKC,2,53,2018,Virginia,2014-15,2017-18,128,89,11.7,112,95,5.2,6.5,.152,2.6,4.2,6.7,14.9,1.9,14.9,8.5,16.5,1.6,0.9,12.3,17.6,G,Virginia,devon-hall-1
356,Isaiah Whitehead,883,2.4,3.7,4.5,2.3,18.8,2.6,10.5,.500,.429,.452,UTA,2,42,2016,Seton Hall,2014-15,2015-16,56,52,5.3,101,99,2.4,2.9,.124,4.5,2.3,6.9,18.8,2.6,10.5,6.6,31.6,2.4,3.7,17.9,30.8,G,Seton Hall,isaiah-whitehead-1
357,De'Andre Hunter,882,1.4,2.5,6.7,3.8,24.0,6.3,14.0,.606,.264,.564,LAL,1,4,2019,Virginia,2017-18,2018-19,71,38,11.0,123,93,6.8,4.2,.234,6.7,3.8,10.5,24.0,6.3,14.0,10.3,12.6,1.4,2.5,10.2,24.7,G,Virginia,deandre-hunter-1
358,Jaden Ivey,880,1.8,2.6,5.3,1.8,21.1,3.1,14.0,.552,.416,.507,DET,1,5,2022,Purdue,2020-21,2021-22,59,46,7.0,112,102,4.8,2.2,.166,5.3,1.8,7.1,21.1,3.1,14.0,8.8,18.2,1.8,2.6,13.6,28.1,G,Purdue,jaden-ivey-1
359,Trae Young,876,2.5,0.7,9.7,1.3,28.3,1.3,10.0,.585,.531,.518,DAL,1,5,2018,Oklahoma,2017-18,2017-18,32,32,5.7,115,108,4.6,1.1,.201,9.7,1.3,11.1,28.3,1.3,10.0,5.8,48.6,2.5,0.7,18.2,37.1,G,Oklahoma,trae-young-1
360,Terry Rozier,874,3.4,0.4,4.2,4.4,20.6,4.0,13.9,.507,.337,.463,BOS,1,16,2015,Louisville,2013-14,2014-15,73,45,9.5,111,90,4.5,4.9,.193,4.2,4.4,8.7,20.6,4.0,13.9,8.9,18.6,3.4,0.4,10.5,24.7,G,Louisville,terry-rozier-1
361,Jordan Williams,873,1.4,3.9,4.3,2.0,23.2,12.8,24.8,.540,.000,.528,NJN,2,36,2011,Maryland,2009-10,2010-11,66,64,9.3,114,90,4.9,4.4,.197,4.3,2.0,6.3,23.2,12.8,24.8,19.0,2.8,1.4,3.9,9.4,22.5,F,Maryland,jordan-williams-1
362,Justin Anderson,873,1.7,4.3,4.3,4.3,19.5,4.2,13.9,.549,.407,.503,DAL,1,21,2015,Virginia,2012-13,2014-15,98,44,10.8,111,91,5.2,5.5,.182,4.3,4.3,8.7,19.5,4.2,13.9,9.2,16.5,1.7,4.3,13.6,22.3,G,Virginia,justin-anderson-1
363,Donte DiVincenzo,870,2.1,0.9,4.7,3.1,18.7,5.6,13.2,.591,.533,.570,MIL,1,17,2018,Villanova,2015-16,2017-18,85,12,9.2,118,100,5.5,3.7,.170,4.7,3.1,7.8,18.7,5.6,13.2,9.6,16.2,2.1,0.9,15.7,20.9,G,Villanova,donte-divincenzo-1
364,Reggie Perry,868,1.5,3.8,4.6,1.3,24.7,12.8,24.0,.580,.183,.529,LAC,2,57,2020,Mississippi State,2018-19,2019-20,65,49,8.4,116,100,5.7,2.7,.189,4.6,1.3,6.0,24.7,12.8,24.0,18.6,11.1,1.5,3.8,15.8,25.1,F,Mississippi State,reggie-perry-2
365,Jalen Smith,865,1.2,6.7,6.2,3.4,26.0,11.9,21.2,.590,.260,.558,PHO,1,10,2020,Maryland,2018-19,2019-20,64,64,9.9,121,94,6.1,3.9,.215,6.2,3.4,9.6,26.0,11.9,21.2,16.7,6.5,1.2,6.7,11.4,22.8,F,Maryland,jalen-smith-1
366,Kyle Anderson,865,3.2,2.8,4.8,4.4,22.6,6.1,25.3,.531,.143,.479,SAS,1,30,2014,UCLA,2012-13,2013-14,71,70,9.3,109,94,4.6,4.8,.167,4.8,4.4,9.2,22.6,6.1,25.3,15.9,28.0,3.2,2.8,18.4,22.2,G,UCLA,kyle-anderson-3
367,Perry Jones,862,1.3,2.6,3.3,1.3,20.5,10.4,17.8,.558,.065,.531,OKC,1,28,2012,Baylor,2010-11,2011-12,63,62,8.2,113,98,5.0,3.2,.162,3.3,1.3,4.6,20.5,10.4,17.8,14.2,8.3,1.3,2.6,13.9,22.4,F,Baylor,perry-jones-1
368,Glen Rice Jr.,861,3.0,2.4,4.3,2.3,19.3,7.5,15.6,.520,.398,.503,PHI,2,35,2013,Georgia Tech,2009-10,2011-12,87,44,7.6,104,95,3.6,4.0,.141,4.3,2.3,6.6,19.3,7.5,15.6,11.4,18.8,3.0,2.4,16.4,23.0,G,Georgia Tech,glen-rice-jr-1
369,Ivan Rabb,860,1.2,3.7,3.8,3.5,22.9,10.9,23.6,.584,.038,.551,ORL,2,35,2017,California,2015-16,2016-17,65,64,9.7,117,93,5.2,4.5,.195,3.8,3.5,7.3,22.9,10.9,23.6,17.4,8.8,1.2,3.7,13.9,21.9,F,California,ivan-rabb-1
370,R.J. Barrett,860,1.4,1.2,6.5,2.1,23.3,4.8,17.2,.532,.338,.506,NYK,1,3,2019,Duke,2018-19,2018-19,38,38,6.5,110,96,3.8,2.7,.194,6.5,2.1,8.6,23.3,4.8,17.2,11.2,23.5,1.4,1.2,13.2,32.2,F,Duke,rj-barrett-1
371,John Collins,859,1.3,6.0,6.7,0.7,31.2,15.2,22.6,.638,.002,.601,ATL,1,19,2017,Wake Forest,2015-16,2016-17,64,34,7.1,125,106,5.7,1.4,.215,6.7,0.7,7.4,31.2,15.2,22.6,18.9,4.1,1.3,6.0,11.9,27.8,F,Wake Forest,john-collins-1
372,Gorgui Dieng,851,2.2,10.6,2.9,6.3,22.0,12.4,20.9,.568,.005,.546,UTA,1,21,2013,Louisville,2010-11,2012-13,102,81,13.2,112,85,5.4,7.8,.190,2.9,6.3,9.2,22.0,12.4,20.9,16.6,9.0,2.2,10.6,18.1,16.4,C,Louisville,gorgui-dieng-1
373,Cedric Coward,849,1.9,3.7,4.1,0.6,22.9,7.7,19.6,.697,.374,.668,POR,1,11,2025,Washington State,2022-23,2024-25,72,40,8.9,129,104,6.1,2.7,.185,4.1,0.6,4.8,22.9,7.7,19.6,14.1,13.5,1.9,3.7,16.0,19.3,F,Eastern WashingtonWashington State,cedric-coward-1
374,Terrence Ross,847,2.1,2.6,4.8,2.6,21.1,4.9,16.8,.557,.456,.536,TOR,1,8,2012,Washington,2010-11,2011-12,69,39,7.4,115,98,4.7,2.7,.176,4.8,2.6,7.5,21.1,4.9,16.8,10.6,9.4,2.1,2.6,11.0,23.8,G,Washington,terrence-ross-1
375,Davion Mitchell,843,2.7,1.0,2.2,3.4,15.3,1.5,7.7,.559,.444,.542,SAC,1,9,2021,Baylor,2017-18,2020-21,94,60,9.4,111,98,5.0,4.4,.148,2.2,3.4,5.6,15.3,1.5,7.7,4.5,23.5,2.7,1.0,19.1,18.0,G,AuburnBaylor,davion-mitchell-1
376,Willie Cauley-Stein,843,2.7,9.2,4.3,6.4,23.3,11.9,17.3,.582,.000,.593,SAC,1,6,2015,Kentucky,2012-13,2014-15,105,70,12.8,117,87,5.7,7.1,.198,4.3,6.4,10.7,23.3,11.9,17.3,14.7,7.0,2.7,9.2,14.9,16.9,F,Kentucky,willie-cauley-stein-1
377,Thomas Bryant,842,1.4,5.0,4.5,2.4,23.9,10.4,18.0,.648,.146,.619,UTA,2,42,2017,Indiana,2015-16,2016-17,69,69,8.2,122,101,5.5,2.7,.188,4.5,2.4,6.8,23.9,10.4,18.0,14.4,9.0,1.4,5.0,17.3,22.1,C,Indiana,thomas-bryant-1
378,Daniel Hamilton,831,2.0,1.4,3.1,3.3,18.5,3.9,25.6,.481,.355,.443,DEN,2,56,2016,Connecticut,2014-15,2015-16,71,71,8.1,101,91,2.8,5.4,.145,3.1,3.3,6.4,18.5,3.9,25.6,15.4,27.8,2.0,1.4,16.1,25.0,G,Connecticut,daniel-hamilton-1
379,Collin Murray-Boyles,830,2.8,4.7,6.5,4.7,27.3,10.1,21.3,.624,.073,.598,TOR,1,9,2025,South Carolina,2023-24,2024-25,60,51,8.2,121,100,5.2,3.0,.204,6.5,4.7,11.3,27.3,10.1,21.3,15.7,19.6,2.8,4.7,14.4,25.0,F,South Carolina,collin-murray-boyles-1
380,Johnny Davis,830,2.3,2.4,3.7,3.5,20.3,4.7,20.1,.518,.229,.468,WAS,1,10,2022,Wisconsin,2020-21,2021-22,62,31,6.6,104,96,3.2,3.4,.146,3.7,3.5,7.2,20.3,4.7,20.1,12.2,12.5,2.3,2.4,11.6,26.4,G,Wisconsin,jonathan-davis-3
381,Tyler Lydon,823,2.0,5.8,4.1,3.2,20.3,7.2,17.9,.602,.420,.560,UTA,1,24,2017,Syracuse,2015-16,2016-17,71,34,9.5,121,100,5.6,3.9,.162,4.1,3.2,7.4,20.3,7.2,17.9,12.7,9.3,2.0,5.8,13.4,17.3,F,Syracuse,tyler-lydon-1
382,Otto Porter,822,2.9,3.1,6.3,4.9,24.4,7.7,20.3,.585,.264,.545,WAS,1,3,2013,Georgetown,2011-12,2012-13,64,38,12.0,122,88,6.8,5.3,.231,6.3,4.9,11.2,24.4,7.7,20.3,14.2,14.9,2.9,3.1,10.8,20.9,F,Georgetown,otto-porter-1
383,Tyler Ulis,815,2.5,0.3,6.3,3.5,20.6,2.0,6.8,.563,.390,.499,PHO,2,34,2016,Kentucky,2014-15,2015-16,72,35,11.3,127,98,7.5,3.8,.208,6.3,3.5,9.9,20.6,2.0,6.8,4.5,31.4,2.5,0.3,12.9,19.3,G,Kentucky,tyler-ulis-1
384,Jordan Bell,814,2.5,9.5,3.2,5.5,22.5,10.5,21.0,.619,.028,.612,CHI,2,38,2017,Oregon,2014-15,2016-17,105,62,11.4,117,92,5.3,6.1,.176,3.2,5.5,8.7,22.5,10.5,21.0,16.0,10.8,2.5,9.5,19.8,15.9,F,Oregon,jordan-bell-1
385,Raymond Spalding,813,2.8,5.5,2.8,4.6,21.9,12.0,20.1,.570,.042,.562,PHI,2,56,2018,Louisville,2015-16,2017-18,100,48,9.7,113,92,4.4,5.3,.179,2.8,4.6,7.4,21.9,12.0,20.1,16.1,7.9,2.8,5.5,15.5,19.4,F,Louisville,raymond-spalding-1
386,Tre Jones,809,2.9,0.7,3.6,3.7,18.0,2.5,9.5,.507,.301,.466,SAS,2,41,2020,Duke,2018-19,2019-20,65,65,9.5,114,96,5.2,4.3,.168,3.6,3.7,7.3,18.0,2.5,9.5,6.1,27.4,2.9,0.7,14.1,19.2,G,Duke,tre-jones-1
387,Chris Duarte,806,3.4,2.5,6.8,3.1,23.9,4.4,15.1,.593,.469,.562,IND,1,13,2021,Oregon,2019-20,2020-21,54,54,8.2,117,98,5.4,2.8,.190,6.8,3.1,9.9,23.9,4.4,15.1,9.9,13.2,3.4,2.5,13.1,23.8,G,Oregon,chris-duarte-1
388,Andrew Harrison,798,1.7,0.8,2.4,2.6,14.9,2.4,8.1,.517,.315,.430,PHO,2,44,2015,Kentucky,2013-14,2014-15,79,78,8.3,110,99,4.3,3.9,.147,2.4,2.6,5.0,14.9,2.4,8.1,5.4,24.8,1.7,0.8,18.3,21.3,G,Kentucky,andrew-harrison-1
389,Saddiq Bey,795,1.6,1.2,4.9,1.9,18.6,6.4,11.8,.594,.506,.575,NJN,1,19,2020,Villanova,2018-19,2019-20,67,60,8.5,122,103,5.9,2.6,.161,4.9,1.9,6.8,18.6,6.4,11.8,9.1,11.7,1.6,1.2,10.0,18.5,F,Villanova,saddiq-bey-1
390,Patrick McCaw,793,3.6,1.1,3.1,2.8,18.7,3.3,10.8,.567,.548,.539,MIL,2,38,2016,UNLV,2014-15,2015-16,65,48,7.6,111,97,3.9,3.7,.148,3.1,2.8,5.9,18.7,3.3,10.8,7.2,20.7,3.6,1.1,15.2,20.0,G,UNLV,patrick-mccaw-1
391,Wade Baldwin IV,792,2.7,0.7,3.8,3.0,19.9,1.9,13.0,.578,.366,.508,MEM,1,17,2016,Vanderbilt,2014-15,2015-16,68,54,8.9,115,98,5.3,3.5,.176,3.8,3.0,6.8,19.9,1.9,13.0,7.9,32.4,2.7,0.7,18.7,22.0,G,Vanderbilt,wade-baldwin-1
392,Jericho Sims,790,1.2,4.0,1.7,3.0,18.3,10.0,20.3,.621,.002,.639,NYK,2,58,2021,Texas,2017-18,2020-21,119,77,9.0,113,97,4.5,4.5,.148,1.7,3.0,4.6,18.3,10.0,20.3,15.2,4.2,1.2,4.0,17.9,16.4,F,Texas,jericho-sims-1
393,Isaiah Roby,786,2.0,6.7,1.8,4.0,18.6,7.3,17.6,.555,.248,.518,DET,2,45,2019,Nebraska,2016-17,2018-19,97,52,7.8,107,97,3.4,4.4,.134,1.8,4.0,5.9,18.6,7.3,17.6,12.5,12.2,2.0,6.7,17.9,18.9,F,Nebraska,isaiah-roby-1
394,Filip Petrusev,783,1.1,3.3,5.1,1.4,28.8,9.9,21.6,.610,.083,.571,PHI,2,50,2021,Gonzaga,2018-19,2019-20,65,33,7.9,122,93,5.2,2.6,.258,5.1,1.4,6.5,28.8,9.9,21.6,16.1,8.5,1.1,3.3,12.2,28.7,F,Gonzaga,filip-petrusev-1
395,Kevin Huerter,779,1.5,2.2,5.0,2.7,17.7,3.2,14.3,.603,.597,.584,ATL,1,19,2018,Maryland,2016-17,2017-18,65,65,7.8,116,101,4.6,3.2,.150,5.0,2.7,7.7,17.7,3.2,14.3,9.1,19.1,1.5,2.2,16.3,19.3,G,Maryland,kevin-huerter-1
396,Rondae Hollis-Jefferson,774,2.1,3.8,3.8,5.2,21.1,9.7,18.0,.560,.075,.504,POR,1,23,2015,Arizona,2013-14,2014-15,76,31,10.8,118,89,5.3,5.5,.211,3.8,5.2,9.0,21.1,9.7,18.0,14.0,10.5,2.1,3.8,13.0,20.2,F,Arizona,rondae-hollis-jefferson-1
397,Jaylen Hands,773,2.2,0.6,3.0,1.0,17.1,1.9,12.0,.533,.460,.495,LAC,2,56,2019,UCLA,2017-18,2018-19,64,48,5.0,106,106,3.1,1.9,.109,3.0,1.0,4.0,17.1,1.9,12.0,7.2,28.8,2.2,0.6,18.3,23.4,G,UCLA,jaylen-hands-1
398,Nick Richards,771,0.3,8.7,3.4,3.1,23.0,12.8,18.7,.660,.000,.627,NOH,2,42,2020,Kentucky,2017-18,2019-20,105,70,9.6,126,96,6.0,3.6,.201,3.4,3.1,6.5,23.0,12.8,18.7,16.0,2.3,0.3,8.7,14.7,18.2,F,Kentucky,nick-richards-2
399,Bruno Fernando,770,1.2,6.6,3.8,4.3,25.1,10.8,26.3,.638,.027,.599,PHI,2,34,2019,Maryland,2017-18,2018-19,64,53,8.3,116,93,4.5,3.8,.197,3.8,4.3,8.1,25.1,10.8,26.3,19.1,11.4,1.2,6.6,19.7,23.1,F,Maryland,bruno-fernando-1
400,Maxwell Lewis,761,2.0,2.6,1.8,0.1,18.7,4.7,14.8,.559,.375,.519,DEN,2,40,2023,Pepperdine,2021-22,2022-23,52,33,3.2,102,107,2.0,1.2,.093,1.8,0.1,2.0,18.7,4.7,14.8,9.8,16.3,2.0,2.6,18.0,29.1,F,Pepperdine,maxwell-lewis-1


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">Stathead</a>: <a href="https://www.sports-reference.com/stathead/basketball/cbb/player-season-finder.cgi?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">Found with Stathead. See Full Results.</a><br>Generated 5/6/2026.--- When using SR data, please cite us and provide a link and/or a mention.


 
